Experiment;Citation;Cit;Compiler;Device;Container;Exp_Type;Lab;Comments;Duration_hrs;P_kbar;T_C;fo2_buffer;delta_buffer;melt_fraction;ol;opx;cpx;plag;amph;mag;sp;ilm;bt;ksp;gt;qz;phase_sum;assemblage;SiO2_start;TiO2_start;Cr2O3_start;Al2O3_start;FeO_start;Fe2O3_start;O_start;MgO_start;CaO_start;Na2O_start;K2O_start;H2O_start;xH2O_in;H2O_method;CO2_start;start_density_calculated;start_density_unc;SiO2_liquid;TiO2_liquid;Al2O3_liquid;FeO_liquid;MgO_liquid;CaO_liquid;Na2O_liquid;K2O_liquid;H2O_liquid;liq_density_calculated;liq_density_unc;sol_density
1150-3;Kelemen, P.B., Joyce, D.B., Webster, J.D., Holloway, J.R. (1990) Reaction between ultramafic rock and fractionating basaltic magma II. Experimental investigation of reaction between olivine tholeiite and hartzburgite at 1150-1050_C and 5kb. Journal of Petrology 31 99-134. DOI: 10.1093/petrology/31.1.99;Kelemen1990;LC;IHPV;AgPd;EQ;University of Washington Seattle;Nothing;11.00000;4.830;1150.000;nno;0.000;80.700;2.600;0.000;16.700;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;ol cpx;48.300;2.460;0.000;12.380;11.100;0.000;0.000;9.060;10.900;2.080;0.460;3.000;0.000;tabulated;0.000;2619.660476;63.05698304;49.000;2.900;15.000;7.900;6.200;9.900;2.600;0.600;3.800;2497.025211;61.31456473;0.000
2364;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;EQ;Volcano Science Center USGS, Menlo Park CA;Nothing;99.00000;9.000;975.000;nno;2.000;20.000;0.000;3.000;13.000;23.000;40.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx plag amph mag;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2756.709448;55.28149999;60.700;0.710;18.700;5.796;2.010;5.770;3.640;1.430;6.100;2406.822666;54.54509839;0.000
2358;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;EQ;Volcano Science Center USGS, Menlo Park CA;Nothing;96.00000;9.000;995.000;nno;2.000;18.000;0.000;9.000;12.000;26.000;35.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx plag amph;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2750.840712;55.47230899;58.400;0.860;18.800;6.316;2.590;6.480;4.060;1.360;5.500;2445.321287;54.42201868;0.000
2360;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;EQ;Volcano Science Center USGS, Menlo Park CA;Nothing;96.00000;9.000;1015.000;nno;2.000;22.000;0.000;10.000;15.000;22.000;31.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx plag amph;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2744.99691;55.6623073;57.100;0.950;19.200;6.837;2.870;6.400;4.250;1.240;5.100;2468.409156;53.83504334;0.000
2359;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;EQ;Volcano Science Center USGS, Menlo Park CA;Nothing;72.00000;9.000;1035.000;nno;2.000;33.000;0.000;9.000;16.000;19.000;22.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx plag amph mag;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2739.177885;55.85150007;54.300;1.160;19.600;7.833;3.780;7.070;4.170;0.980;3.600;2563.543408;50.55088804;0.000
2357;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;EQ;Volcano Science Center USGS, Menlo Park CA;Nothing;15.00000;9.000;1055.000;nno;2.000;60.000;0.000;6.000;28.000;3.000;0.000;0.000;3.000;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx plag sp;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2733.383478;56.03989241;53.000;1.570;19.700;8.396;4.060;7.100;4.340;0.920;2.900;2609.132759;48.43158998;0.000
2356;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;EQ;Volcano Science Center USGS, Menlo Park CA;Nothing;15.00000;9.000;1075.000;nno;2.000;64.000;0.000;7.000;27.000;0.000;0.000;0.000;2.000;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx plag sp;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2727.613535;56.22748939;51.500;1.410;20.000;8.732;4.720;7.810;4.160;0.770;2.800;2627.588684;50.3308682;0.000
2363;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;EQ;Volcano Science Center USGS, Menlo Park CA;Nothing;15.00000;9.000;1095.000;nno;2.000;68.000;0.000;6.000;24.000;0.000;0.000;0.000;2.000;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx sp;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2721.8679;56.41429603;50.600;1.340;19.700;9.035;5.410;8.250;3.990;0.690;2.300;2663.704126;49.98244711;0.000
2354;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;EQ;Volcano Science Center USGS, Menlo Park CA;Nothing;15.00000;9.000;1115.000;nno;2.000;75.000;4.000;0.000;20.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;100.000;ol cpx sp;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2716.14642;56.60031732;50.600;1.340;19.500;8.800;5.890;8.590;3.850;0.670;3.000;2621.41083;54.45064246;0.000
2353;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;EQ;Volcano Science Center USGS, Menlo Park CA;Nothing;10.50000;9.000;1135.000;nno;2.000;81.000;2.000;0.000;16.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;100.000;ol cpx sp;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2710.448943;56.78555821;50.500;1.340;18.800;9.175;6.280;8.790;3.690;0.630;2.200;2668.937213;51.77643796;0.000
2362;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;NONE;Volcano Science Center USGS, Menlo Park CA;Nothing;7.50000;9.000;1155.000;nno;2.000;89.000;1.000;0.000;9.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;100.000;ol cpx sp;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2704.775319;56.97002358;50.400;1.230;17.900;9.234;7.400;9.440;3.090;0.520;1.800;2699.000934;52.55668094;0.000
2351;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;NONE;Volcano Science Center USGS, Menlo Park CA;Nothing;8.00000;9.000;1185.000;nno;2.000;99.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;100.000;sp;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2696.309279;57.24527819;50.200;1.180;17.100;8.970;8.240;10.100;3.070;0.520;2.100;2677.432134;56.22635543;0.000
2370;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;NONE;Volcano Science Center USGS, Menlo Park CA;Nothing;96.00000;7.000;950.000;nno;2.000;12.000;0.000;5.000;6.000;30.000;45.000;2.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx plag amph mag;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2727.796242;54.81742134;65.200;0.730;17.400;3.544;1.920;4.700;3.630;1.960;5.700;2344.404576;50.37647593;0.000
2376;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;NONE;Volcano Science Center USGS, Menlo Park CA;Nothing;96.00000;7.000;975.000;nno;2.000;17.000;0.000;7.000;9.000;27.000;39.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx plag amph mag;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2720.617018;55.05453346;61.800;0.740;18.700;4.823;2.100;5.410;3.910;1.430;5.400;2379.643165;51.3991171;0.000
2387;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;NONE;Volcano Science Center USGS, Menlo Park CA;Nothing;96.00000;7.000;1000.000;nno;2.000;20.000;0.000;12.000;11.000;28.000;27.000;2.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx plag amph mag;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2713.475485;55.29040075;58.800;0.820;18.700;5.788;2.670;5.800;4.790;1.420;4.400;2439.205871;49.43474004;0.000
2388;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;NONE;Volcano Science Center USGS, Menlo Park CA;Nothing;96.00000;7.000;1025.000;nno;2.000;36.000;0.000;9.000;16.000;22.000;14.000;3.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx plag amph mag;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2706.371346;55.525033;55.700;1.130;19.300;7.025;3.670;6.670;4.480;1.030;3.300;2523.251061;48.07251695;0.000
2374;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;NONE;Volcano Science Center USGS, Menlo Park CA;Nothing;72.00000;7.000;1050.000;nno;2.000;51.000;7.000;0.000;20.000;20.000;0.000;2.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;ol opx cpx plag mag;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2699.304308;55.75843987;52.200;1.530;19.700;8.304;4.570;7.340;4.470;0.900;3.000;2573.262414;50.03217275;0.000
2379;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;NONE;Volcano Science Center USGS, Menlo Park CA;Nothing;15.00000;7.000;1100.000;nno;2.000;79.000;3.000;0.000;15.000;3.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;ol cpx plag;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2685.280381;56.2216157;50.600;1.370;19.400;9.362;5.500;8.630;3.660;0.640;1.600;2674.246658;46.97091286;0.000
2369;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;NONE;Volcano Science Center USGS, Menlo Park CA;Nothing;8.00000;7.000;1150.000;nno;2.000;99.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;ol;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2671.40142;56.68000366;49.600;1.270;17.400;9.337;7.840;10.200;3.070;0.480;2.500;2634.546941;57.33719856;0.000
2381;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;NONE;Volcano Science Center USGS, Menlo Park CA;Nothing;96.00000;4.000;975.000;nno;2.000;17.000;0.000;9.000;9.000;31.000;32.000;2.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx plag amph mag;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2668.216279;54.72501244;61.400;0.970;18.100;4.550;2.510;5.390;4.410;1.480;4.000;2380.283116;46.27882678;0.000
2390;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;NONE;Volcano Science Center USGS, Menlo Park CA;Nothing;96.00000;4.000;1000.000;nno;2.000;20.000;0.000;11.000;12.000;34.000;19.000;4.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx plag amph mag;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2661.346849;54.95719685;58.500;1.100;18.500;5.640;3.080;6.090;4.670;1.330;4.000;2405.329818;48.73139948;0.000
2380;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;NONE;Volcano Science Center USGS, Menlo Park CA;Nothing;72.00000;4.000;1025.000;nno;2.000;52.000;5.000;0.000;17.000;23.000;0.000;3.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;ol cpx plag mag;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2654.5127;55.18818879;54.300;1.480;18.500;8.143;4.230;7.260;4.270;0.890;3.300;2494.560477;49.96363368;0.000
2391;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;NONE;Volcano Science Center USGS, Menlo Park CA;Nothing;72.00000;4.000;1050.000;nno;2.000;53.000;6.000;0.000;14.000;25.000;0.000;2.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;ol cpx plag mag;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2647.71356;55.41799743;53.700;1.710;18.000;8.519;4.330;7.870;4.130;0.860;2.900;2520.945951;49.14644366;0.000
2389;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;NONE;Volcano Science Center USGS, Menlo Park CA;Nothing;15.00000;4.000;1075.000;nno;2.000;77.000;6.000;0.000;6.000;11.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;ol cpx plag;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2640.949161;55.64663183;50.400;1.460;18.000;9.839;5.450;9.650;3.520;0.620;2.200;2603.905778;50.46696325;0.000
2384;Blatter, D. L., Sisson, T. W., & Hankins, W. B. (2013). Crystallization of oxidized, moderately hydrous arc basalt at mid-to lower-crustal pressures: implications for andesite genesis. Contributions to Mineralogy and Petrology, 166(3), 861-886.;Blatter2013;LC;PC;AuPd - Pt;NONE;Volcano Science Center USGS, Menlo Park CA;Nothing;10.00000;4.000;1125.000;nno;2.000;98.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;100.000;ol sp;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2627.523527;56.10041375;50.500;1.230;17.300;9.080;7.610;10.100;2.870;0.450;1.800;2623.37231;52.61925085;0.000
79-35g#6;Sisson, T. W., & Grove, T. L. (1993). Temperatures and H2O contents of low-MgO high-alumina basalts. Contributions to Mineralogy and Petrology, 113(2), 167-184.;Sisson1993b;CN;TZMPV;Au;EQ;MIT;Nothing;36.00000;2.000;1050.000;nno;0.000;93.000;7.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;;48.200;0.660;0.000;18.200;8.390;0.000;0.000;9.860;12.000;2.290;0.090;4.902;1.000;saturated;0.000;2480.264269;71.73678701;48.200;0.650;19.400;8.370;6.960;13.200;2.890;0.120;4.902;2455.012894;68.07047544;0.000
79-35g#4;Sisson, T. W., & Grove, T. L. (1993). Temperatures and H2O contents of low-MgO high-alumina basalts. Contributions to Mineralogy and Petrology, 113(2), 167-184.;Sisson1993b;CN;TZMPV;Au;EQ;MIT;Nothing;24.00000;2.000;1050.000;nno;0.000;86.000;8.000;0.000;2.000;4.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;101.000;;48.200;0.660;0.000;18.200;8.390;0.000;0.000;9.860;12.000;2.290;0.090;4.902;1.000;saturated;0.000;2480.264269;71.73678701;49.400;0.720;19.200;8.280;6.580;12.600;2.770;0.120;4.902;2443.676898;66.69265246;0.000
79-35g#11;Sisson, T. W., & Grove, T. L. (1993). Temperatures and H2O contents of low-MgO high-alumina basalts. Contributions to Mineralogy and Petrology, 113(2), 167-184.;Sisson1993b;CN;TZMPV;Au;EQ;MIT;Nothing;41.00000;2.000;1035.000;nno;0.000;81.000;8.000;0.000;5.000;5.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;99.000;;48.200;0.660;0.000;18.200;8.390;0.000;0.000;9.860;12.000;2.290;0.090;4.920;1.000;saturated;0.000;2484.194174;71.61973129;49.000;0.720;19.700;8.690;6.370;12.100;3.080;0.110;4.920;2449.068836;66.05388987;0.000
79-35g#10;Sisson, T. W., & Grove, T. L. (1993). Temperatures and H2O contents of low-MgO high-alumina basalts. Contributions to Mineralogy and Petrology, 113(2), 167-184.;Sisson1993b;CN;TZMPV;Au;EQ;MIT;Nothing;45.00000;2.000;1025.000;nno;0.000;81.000;9.000;0.000;4.000;6.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;;48.200;0.660;0.000;18.200;8.390;0.000;0.000;9.860;12.000;2.290;0.090;4.931;1.000;saturated;0.000;2486.834914;71.54056751;49.100;0.730;19.500;8.770;6.370;12.200;2.990;0.110;4.931;2452.505507;66.05281162;0.000
79-35g#12;Sisson, T. W., & Grove, T. L. (1993). Temperatures and H2O contents of low-MgO high-alumina basalts. Contributions to Mineralogy and Petrology, 113(2), 167-184.;Sisson1993b;CN;TZMPV;Au;EQ;MIT;Nothing;62.00000;2.000;1000.000;nno;0.000;51.000;12.000;0.000;13.000;22.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;99.000;;48.200;0.660;0.000;18.200;8.390;0.000;0.000;9.860;12.000;2.290;0.090;4.959;1.000;saturated;0.000;2493.518104;71.33803649;52.500;0.980;19.200;8.040;4.990;9.640;4.150;0.210;4.959;2411.406218;60.55316187;0.000
82-62#3;Sisson, T. W., & Grove, T. L. (1993). Temperatures and H2O contents of low-MgO high-alumina basalts. Contributions to Mineralogy and Petrology, 113(2), 167-184.;Sisson1993b;CN;TZMPV;Au;EQ;MIT;Nothing;0.00000;2.000;1012.000;nno;0.000;72.000;9.000;0.000;9.000;10.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;;49.300;0.950;0.000;17.700;9.020;0.000;0.000;8.610;11.300;2.580;0.300;5.029;1.000;saturated;0.000;2476.747525;69.08292196;51.500;1.190;19.200;8.700;4.980;10.000;3.720;0.420;5.029;2418.700489;61.69327961;0.000
82-62#4;Sisson, T. W., & Grove, T. L. (1993). Temperatures and H2O contents of low-MgO high-alumina basalts. Contributions to Mineralogy and Petrology, 113(2), 167-184.;Sisson1993b;CN;TZMPV;Au;EQ;MIT;Nothing;0.00000;2.000;1000.000;nno;0.000;66.000;10.000;0.000;11.000;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;;49.300;0.950;0.000;17.700;9.020;0.000;0.000;8.610;11.300;2.580;0.300;5.042;1.000;saturated;0.000;2479.913242;68.99056818;51.800;1.280;19.400;8.620;4.560;9.590;3.960;0.450;5.042;2414.39127;60.58129479;0.000
82-66#3;Sisson, T. W., & Grove, T. L. (1993). Temperatures and H2O contents of low-MgO high-alumina basalts. Contributions to Mineralogy and Petrology, 113(2), 167-184.;Sisson1993b;CN;TZMPV;Au;EQ;MIT;Nothing;0.00000;2.000;1012.000;nno;0.000;87.000;5.000;0.000;6.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;99.000;;51.200;1.010;0.000;17.300;8.660;0.000;0.000;7.470;10.200;3.110;0.700;5.252;1.000;saturated;0.000;2437.346518;66.60160674;52.900;1.080;19.100;7.900;4.800;9.660;3.410;0.820;5.252;2390.447718;61.52388588;0.000
82-66#5;Sisson, T. W., & Grove, T. L. (1993). Temperatures and H2O contents of low-MgO high-alumina basalts. Contributions to Mineralogy and Petrology, 113(2), 167-184.;Sisson1993b;CN;TZMPV;Au;EQ;MIT;Nothing;0.00000;2.000;1000.000;nno;0.000;88.000;5.000;0.000;6.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;99.000;;51.200;1.010;0.000;17.300;8.660;0.000;0.000;7.470;10.200;3.110;0.700;5.268;1.000;saturated;0.000;2440.333582;66.52102781;52.700;1.060;19.300;7.750;4.830;9.800;3.440;0.800;5.268;2393.417245;61.63149878;0.000
82-66#7;Sisson, T. W., & Grove, T. L. (1993). Temperatures and H2O contents of low-MgO high-alumina basalts. Contributions to Mineralogy and Petrology, 113(2), 167-184.;Sisson1993b;CN;TZMPV;Au;EQ;MIT;Nothing;0.00000;2.000;965.000;nno;0.000;54.000;0.000;0.000;9.000;8.000;26.000;0.000;3.000;0.000;0.000;0.000;0.000;0.000;100.000;;51.200;1.010;0.000;17.300;8.660;0.000;0.000;7.470;10.200;3.110;0.700;5.314;1.000;saturated;0.000;2449.210418;66.27587991;59.100;0.540;19.100;5.220;3.250;7.450;4.000;0.880;5.314;2325.450927;55.22484113;0.000
87S35a-#1;Sisson, T. W., & Grove, T. L. (1993). Experimental investigations of the role of H2O in calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology, 113(2), 143-166.;Sisson1993a;CN;TZMPV;Au;EQ;MIT;Nothing;8.00000;2.000;1025.000;nno;0.000;100.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;;50.600;1.270;0.000;19.100;5.330;0.000;0.000;4.320;8.850;4.230;1.000;5.508;1.000;saturated;0.000;2346.632515;61.34415097;51.700;1.260;19.300;8.270;4.380;8.900;4.460;1.090;5.508;2373.943375;61.86178047;0.000
87S35a-#2;Sisson, T. W., & Grove, T. L. (1993). Experimental investigations of the role of H2O in calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology, 113(2), 143-166.;Sisson1993a;CN;TZMPV;Au;EQ;MIT;Nothing;10.00000;2.000;1000.000;nno;0.000;100.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;;50.600;1.270;0.000;19.100;5.330;0.000;0.000;4.320;8.850;4.230;1.000;5.543;1.000;saturated;0.000;2352.338316;61.19989797;52.000;1.300;19.200;8.350;4.410;8.670;4.410;1.070;5.543;2378.512825;61.5077691;0.000
87S35a-#5;Sisson, T. W., & Grove, T. L. (1993). Experimental investigations of the role of H2O in calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology, 113(2), 143-166.;Sisson1993a;CN;TZMPV;Au;EQ;MIT;Nothing;18.00000;2.000;985.000;nno;0.000;100.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;;50.600;1.270;0.000;19.100;5.330;0.000;0.000;4.320;8.850;4.230;1.000;5.563;1.000;saturated;0.000;2355.815441;61.10982884;51.900;1.300;19.100;8.330;4.360;8.800;4.510;1.050;5.563;2382.190418;61.4635498;0.000
